mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,spec_bw,spec_centroid,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,zcr,rms,label
-309.79486083984375,73.10657501220703,71.80669403076172,54.61149597167969,24.471866607666016,26.648218154907227,13.058388710021973,7.536506175994873,1.9020675420761108,6.962620258331299,0.9223966598510742,-3.05815052986145,-1.5172463655471802,-4.1709794998168945,4.724217891693115,-2.1084516048431396,0.19897490739822388,1.084013819694519,-3.2856884002685547,7.648090362548828,189.5460398078531,110.65558833282665,0.6177234053611755,0.5475963354110718,0.4802597165107727,0.4777183532714844,0.5002889633178711,0.5346013307571411,0.6409122347831726,0.7342307567596436,0.8968140482902527,0.8210725784301758,0.7973725199699402,0.6760943531990051,0.05418526785714286,0.02171570621430874,0.0
-299.7357482910156,116.42414093017578,60.37234878540039,22.887868881225586,5.100208759307861,3.003101110458374,-0.27334895730018616,7.18324613571167,4.36482048034668,9.071094512939453,4.234713554382324,2.3289999961853027,-2.566331386566162,-2.835472583770752,-2.5547754764556885,-0.38343551754951477,3.152064561843872,4.121053695678711,4.663863182067871,2.616389274597168,177.7193774980766,142.80234154101754,0.5789515972137451,0.583541989326477,0.5616793632507324,0.5083242058753967,0.4461015462875366,0.4873982071876526,0.5264939665794373,0.5614346861839294,0.6851457953453064,0.8841282725334167,0.8703424334526062,0.6540225148200989,0.07498689977134146,0.013052181340754032,0.0
-374.73272705078125,99.85050201416016,83.46267700195312,46.54678726196289,30.48963165283203,23.73586082458496,14.020745277404785,6.969650745391846,6.918550968170166,5.012724876403809,0.8786522150039673,1.7198662757873535,-1.5134226083755493,-4.231372833251953,-0.3668787181377411,-0.9439228773117065,-0.4413420557975769,7.373816967010498,-2.9654412269592285,8.071019172668457,151.52407151623242,95.53850439715566,0.5204888582229614,0.6106290221214294,0.6945212483406067,0.7713380455970764,0.8653322458267212,0.7861743569374084,0.7121806144714355,0.729846715927124,0.7069516777992249,0.6722714900970459,0.649483323097229,0.5812763571739197,0.038223140495867766,0.021692367270588875,0.0
-322.4614562988281,137.64730834960938,62.03392791748047,47.659034729003906,10.834057807922363,17.041452407836914,5.901941776275635,0.9109196066856384,-2.8893673419952393,-0.8879653215408325,0.6419540047645569,3.390429735183716,3.2089507579803467,6.785775661468506,3.336937189102173,2.8986167907714844,1.8261061906814575,1.990606427192688,-0.1264827996492386,1.8745769262313843,132.7074550035831,97.09947831290314,0.8156976699829102,0.6627182960510254,0.500888466835022,0.4418586492538452,0.4174824059009552,0.42864856123924255,0.4155760407447815,0.44177019596099854,0.5461485385894775,0.6518883109092712,0.771600604057312,0.8524796962738037,0.03817661830357143,0.02801044099032879,0.0
-311.30029296875,149.29745483398438,72.94942474365234,43.895774841308594,25.71244239807129,21.575641632080078,12.863309860229492,10.027003288269043,9.351838111877441,6.402539253234863,1.1411432027816772,-2.4254040718078613,-2.2706210613250732,-1.5237258672714233,-0.08376514166593552,-3.076615333557129,-0.706787645816803,-2.4957284927368164,-2.2464137077331543,-2.0788698196411133,95.71796006701271,66.50527355806457,0.806678831577301,0.8251429200172424,0.8230625987052917,0.7363362312316895,0.6536515355110168,0.5325222611427307,0.4640917181968689,0.446211040019989,0.4924130141735077,0.5504579544067383,0.6090731024742126,0.7442610859870911,0.03449358258928571,0.07370645552873611,0.0
-261.1809387207031,107.44896697998047,96.40653991699219,33.71389389038086,27.063657760620117,13.000638961791992,13.461942672729492,11.403017044067383,7.440828800201416,7.630839824676514,1.8597826957702637,1.024904727935791,-0.6244641542434692,-1.6087400913238525,5.682215213775635,-0.281554251909256,3.4496240615844727,5.215982437133789,-6.805936336517334,3.010885000228882,147.36310425158015,84.41520990592271,0.7287520170211792,0.6800139546394348,0.6432509422302246,0.5769869685173035,0.5291242599487305,0.5057978630065918,0.5120808482170105,0.4554225504398346,0.5107113122940063,0.5658687949180603,0.6535654067993164,0.65950608253479,0.03772270388719512,0.05884195491671562,0.0
-321.1209411621094,53.76369094848633,85.07906341552734,46.648345947265625,18.43307113647461,35.207244873046875,18.215572357177734,15.512063980102539,8.552558898925781,5.732089996337891,7.0056586265563965,4.743714332580566,2.234802722930908,2.333237409591675,0.520078182220459,2.0269405841827393,-2.1532671451568604,0.32240375876426697,-2.1745147705078125,-2.2979187965393066,217.38628175380953,121.81605273419468,0.5540950298309326,0.4160500466823578,0.3855418562889099,0.3449566066265106,0.34102487564086914,0.3779512643814087,0.45850709080696106,0.5865690112113953,0.7379547357559204,0.8284757733345032,0.8266209959983826,0.7387222051620483,0.03316127232142857,0.02257022261619568,0.0
-295.52734375,103.07484436035156,63.433837890625,22.301607131958008,15.783761024475098,10.441914558410645,1.3574148416519165,-2.1970160007476807,-5.423006057739258,3.042315721511841,4.677491188049316,4.098508358001709,0.9603947401046753,-0.8853101134300232,-2.5338709354400635,-3.0185372829437256,-3.7061984539031982,-1.7939221858978271,-2.805522918701172,-2.2362983226776123,196.64563211655096,161.62054622629708,0.5128173828125,0.560562014579773,0.6389509439468384,0.7108088135719299,0.7287588119506836,0.7751795053482056,0.828266978263855,0.7762520909309387,0.6521111726760864,0.5792118906974792,0.5446944832801819,0.49752283096313477,0.0807373046875,0.013040659949183464,0.0
-336.8810729980469,64.9046859741211,75.72655487060547,35.17026901245117,11.695577621459961,16.351322174072266,7.4378838539123535,13.078754425048828,1.280978798866272,-1.9669694900512695,0.6061971187591553,-0.8133370280265808,1.8510576486587524,0.038188934326171875,1.1550871133804321,0.1854337751865387,-2.490540027618408,0.6026642918586731,0.5449779629707336,-1.373051404953003,241.42399144230927,168.35676150009158,0.7380290627479553,0.6963182091712952,0.658852219581604,0.6334188580513,0.5785141587257385,0.5646674036979675,0.617924153804779,0.7041383385658264,0.7658880949020386,0.8148583769798279,0.8100118041038513,0.7978925108909607,0.1087158203125,0.008071075193583965,0.0
-214.8354949951172,122.57337951660156,76.09619140625,35.93771743774414,27.914613723754883,21.55612564086914,12.611671447753906,7.245420455932617,5.075586795806885,2.4408130645751953,1.44693922996521,-0.3495350480079651,-2.80792498588562,-4.37679386138916,-5.287282943725586,-2.893582820892334,-3.8319737911224365,-2.5016729831695557,-0.8429460525512695,-2.3886897563934326,135.417214708513,91.90855733916233,0.6394411325454712,0.685297966003418,0.71870356798172,0.7209393382072449,0.7214215397834778,0.7802409529685974,0.7651559114456177,0.6306909918785095,0.5332950353622437,0.49385741353034973,0.5522953271865845,0.6129860877990723,0.038933454241071426,0.10256677865982056,0.0
